item,id
1000003281,1
1000003639,1
1000003244,2
1000003282,2
1000014738,2
1000003205,3
1000003208,3
1000003585,3
1000013824,4
1000003171,5
1000003643,5
1000003234,6
1000003171,7
1000003912,7
1000003172,8
1000003477,8
1000003270,9
1000003589,10
1000483248,10
1000003310,11
1000003252,12
1000003500,12
1000003549,12
1000003862,12
1000003947,12
1000003205,13
1000003491,13
1000003539,13
1000003585,13
1000003864,13
1000003234,14
1000013435,14
1000003234,15
1000013435,15
1000003933,16
1000483387,17
1000003174,18
1000003405,18
1000003585,19
1000003648,19
1000003179,20
1000003585,20
1000003679,20
1000003405,21
1000003698,21
1000483178,21
1000014728,22
1000483178,22
1000003518,23
1000003614,23
1000003641,23
1000003643,23
1000003761,23
1000003664,24
1000003242,25
1000003311,25
1000003549,25
1000003824,26
1000003204,27
1000003614,27
1000014738,27
1000483247,28
1000003172,29
1000003585,29
1000483178,29
1000483204,29
1000003804,30
1000003244,31
1000003474,31
1000003614,31
1000003645,31
1000483178,31
1000483387,31
1000003643,32
1000003645,33
1000483303,33
1000003172,34
1000003477,34
1000003478,34
1000003676,34
1000003824,34
1000003242,35
1000003362,35
1000013435,36
1000003660,37
1000003246,38
1000003535,38
1000003597,38
1000003174,39
1000003218,39
1000003266,39
1000003405,39
1000003585,39
1000003174,40
1000003190,40
1000003194,40
1000003213,40
1000003266,40
1000003405,40
1000003483,40
1000003641,40
1000003761,40
1000014728,40
1000483181,40
1000483303,40
1000003405,41
1000003547,42
1000003549,43
1000003597,43
1000013435,43
1000003362,44
1000003544,44
1000003585,44
1000003599,44
1000003836,44
1000003291,45
1000003533,45
1000003705,45
1000003243,46
1000483181,46
1000003299,47
1000003219,48
1000003614,48
1000483178,48
1000003266,49
1000003428,49
1000003448,49
1000003477,50
1000003676,50
1000003761,50
1000003836,50
1000003937,50
1000003947,50
1000003405,51
1000003477,51
1000003698,51
1000003864,51
1000014728,51
1000003399,52
1000003405,53
1000003481,53
1000003585,53
1000003824,53
1000003880,54
1000003186,55
1000003195,55
1000003270,55
1000003698,55
1000003850,55
1000483178,55
1000003604,56
1000003172,57
1000003477,57
1000003643,57
1000003836,57
1000003705,58
1000483387,58
1000003432,59
1000003432,60
1000003905,61
1000003179,62
1000003310,62
1000003535,62
1000003614,62
1000014728,62
1000483387,63
1000003186,64
1000003402,64
1000003585,65
1000013505,65
1000003242,66
1000003310,66
1000003407,66
1000003455,67
1000003199,68
1000003220,68
1000003288,68
1000003585,68
1000003544,69
1000003658,69
1000014728,69
1000003544,70
1000003658,70
1000003358,71
1000003538,71
1000003614,71
1000003765,71
1000003399,72
1000003204,73
1000003405,73
1000003585,73
1000003399,74
1000003288,75
1000003483,75
1000003614,75
1000003654,76
1000483173,77
1000483204,77
1000003405,78
1000003705,78
1000003932,78
1000483222,78
1000003529,79
1000003634,79
1000003635,79
1000483387,79
1000003230,80
1000003231,80
1000003405,80
1000003645,80
1000003694,81
1000003846,81
1000003892,81
1000003694,82
1000003846,82
1000003892,82
1000003544,83
1000014739,83
1000003204,84
1000003455,84
1000003836,84
1000003176,85
1000003358,85
1000003640,85
1000003205,86
1000003836,86
1000003648,87
1000003856,88
1000483178,88
1000003513,89
1000003587,89
1000003614,89
1000003793,89
1000003186,90
1000003405,90
1000003538,90
1000003585,90
1000003718,90
1000003172,91
1000003176,91
1000003242,91
1000013435,91
1000003905,92
1000483178,92
1000003401,93
1000003615,93
1000003836,93
1000003205,94
1000003282,94
1000003500,94
1000003538,95
1000483387,95
1000003172,96
1000003362,96
1000003639,96
1000003692,96
1000003221,97
1000003281,97
1000003483,97
1000003500,97
1000003256,98
1000003483,99
1000003512,99
1000003585,99
1000003836,99
1000003555,100
1000003648,100
1000003914,100
1000003585,101
1000003218,102
1000003219,102
1000003220,102
1000003474,102
1000003585,102
1000003218,103
1000003455,103
1000003604,103
1000003544,104
1000003637,104
1000003218,105
1000003219,105
1000003221,105
1000003589,105
1000003242,106
1000003428,106
1000003839,107
1000003614,108
1000003190,109
1000003214,109
1000003220,109
1000003221,109
1000003362,109
1000003402,109
1000003639,109
1000003836,109
1000013436,109
1000483178,109
1000003432,110
1000003405,111
1000003589,111
1000003483,112
1000003645,112
1000003654,112
1000003779,112
1000003474,113
1000003524,113
1000003947,113
1000003405,114
1000003585,114
1000014728,114
1000003836,115
1000003524,116
1000003220,117
1000003585,117
1000003880,117
1000003918,117
1000483387,117
1000003524,118
1000003824,118
1000013505,118
1000003640,119
1000003933,119
1000003270,120
1000003474,120
1000003585,120
1000003925,120
1000483178,120
1000003407,121
1000003779,121
1000014735,121
1000003311,122
1000003641,122
1000003824,122
1000014735,122
1000003399,123
1000003455,123
1000003932,123
1000481163,124
1000003221,125
1000003692,125
1000003887,125
1000003922,125
1000003394,126
1000003692,127
1000003195,128
1000003218,128
1000003219,128
1000003221,128
1000003230,128
1000003231,128
1000003402,128
1000003432,128
1000003474,128
1000003549,128
1000003905,129
1000003491,130
1000003270,131
1000003358,131
1000003362,131
1000003399,132
1000003512,133
1000003518,133
1000003640,133
1000003845,133
1000003500,134
1000003585,134
1000003645,135
1000003220,136
1000003405,136
1000003645,136
1000003544,137
1000003920,137
1000483178,138
1000483178,139
1000003761,140
1000003432,141
1000003266,142
1000003535,142
1000003614,142
1000003639,142
1000003692,142
1000014728,142
1000013436,143
1000003266,144
1000003399,144
1000003428,144
1000003477,144
1000003647,144
1000003784,144
1000013436,144
1000003399,145
1000003402,145
1000003517,145
1000003544,145
1000003853,146
1000003889,146
1000003479,147
1000003549,147
1000003752,147
1000003405,148
1000003853,148
1000013435,148
1000003824,149
1000013505,149
1000003432,150
1000003522,150
1000483178,150
1000003176,151
1000003585,151
1000003643,151
1000003218,152
1000003219,152
1000003220,152
1000003585,152
1000003634,152
1000003653,152
1000003643,153
1000003824,153
1000003171,154
1000003660,154
1000003477,155
1000003246,156
1000003839,156
1000003544,157
1000003428,158
1000003549,158
1000483178,158
1000003544,159
1000003275,160
1000003614,160
1000003172,161
1000003477,161
1000003483,161
1000003646,161
1000003836,161
1000483215,161
1000003614,162
1000003405,163
1000003705,163
1000003824,163
1000003890,164
1000003890,165
1000003244,166
1000483178,166
1000003195,167
1000003521,167
1000003735,167
1000003318,168
1000003455,168
1000003524,168
1000003824,169
1000003787,170
1000003585,171
1000003643,171
1000003698,171
1000003770,171
1000003836,171
1000003845,171
1000013824,172
1000003597,173
1000003770,174
1000003402,175
1000003402,176
1000003483,177
1000003563,177
1000003585,177
1000003610,177
1000003641,177
1000003249,178
1000003710,178
1000003204,179
1000003405,179
1000003836,179
1000013505,179
1000003282,180
1000003405,180
1000003647,180
1000003296,181
1000003585,181
1000003635,181
1000003643,181
1000483385,181
1000483387,181
1000003171,182
1000003214,182
1000003692,182
1000003171,183
1000003416,183
1000003538,183
1000003692,183
1000003218,184
1000003219,184
1000003221,184
1000003483,185
1000003692,185
1000003654,186
1000003399,187
1000014739,187
1000483178,188
1000483178,189
1000003555,190
1000003824,190
1000003405,191
1000003483,191
1000003428,192
1000003646,192
1000483181,192
1000483181,193
1000003399,194
1000003905,195
1000003571,196
1000003845,196
1000003242,197
1000003585,197
1000003428,198
1000003458,198
1000003524,198
1000003838,198
1000003945,198
1000003779,199
1000483387,199
1000003311,200
1000003932,200
1000003535,201
1000003358,202
1000003517,202
1000003535,202
1000003653,202
1000003171,203
1000003174,203
1000003405,203
1000003585,203
1000003218,204
1000483385,204
1000483387,204
1000003180,205
1000003186,205
1000003195,205
1000003197,205
1000003275,205
1000003407,206
1000003205,207
1000003676,208
1000003836,208
1000003933,208
1000014731,208
1000003270,209
1000003491,209
1000003932,210
1000003197,211
1000003634,211
1000003698,211
1000003824,211
1000003932,211
1000003333,212
1000003512,212
1000003705,212
1000003333,213
1000003512,213
1000003549,213
1000003639,213
1000003672,213
1000481163,214
1000003246,215
1000003643,216
1000003692,216
1000003512,217
1000003532,217
1000003640,217
1000003787,217
1000003549,218
1000003585,219
1000003589,219
1000003219,220
1000003249,220
1000003585,220
1000003242,221
1000003417,221
1000003477,221
1000013436,221
1000003641,222
1000003779,222
1000003793,222
1000003934,222
1000014728,222
1000481164,223
1000003399,224
1000003793,224
1000003836,224
1000003932,224
1000003533,225
1000003645,225
1000003932,225
1000483383,225
1000003585,226
1000003641,226
1000003824,226
1000003832,227
1000003172,228
1000003405,228
1000003458,228
1000003500,228
1000003640,228
1000003432,229
1000481164,230
1000003405,231
1000003585,231
1000483181,231
1000003912,232
1000483178,232
1000003171,233
1000003176,233
1000003405,233
1000003483,233
1000003497,234
1000003887,234
1000003213,235
1000003477,235
1000003483,235
1000003544,235
1000483387,235
1000003195,236
1000003496,237
1000003535,238
1000013436,238
1000003176,239
1000003405,239
1000003428,239
1000483178,239
1000003281,240
1000003585,240
1000003692,240
1000014738,240
1000483181,240
1000003674,241
1000003477,242
1000003634,242
1000003836,242
1000003932,242
1000483178,242
1000003725,243
1000003274,244
1000003532,244
1000003640,244
1000003650,244
1000003698,244
1000013435,244
1000003522,245
1000003585,245
1000003266,246
1000003535,246
1000003614,246
1000483385,246
1000483386,246
1000483387,246
1000003266,247
1000483385,247
1000483386,247
1000483387,247
1000003288,248
1000003405,248
1000003483,248
1000483247,248
1000003174,249
1000003405,249
1000003690,249
1000003795,249
1000003864,249
1000483178,249
1000483181,249
1000003432,250
1000003672,250
1000483387,250
1000003850,251
1000483387,251
1000003399,252
1000003692,253
1000003692,254
1000481164,255
1000003178,256
1000003219,256
1000003585,256
1000003672,256
1000003914,256
1000003178,257
1000003405,257
1000003585,257
1000003648,257
1000003176,258
1000003301,259
1000003204,260
1000003474,260
1000003555,260
1000003635,260
1000003947,260
1000481164,261
1000003487,262
1000003836,262
1000003455,263
1000003487,263
1000003836,263
1000003394,264
1000003405,264
1000003585,264
1000003836,264
1000003249,265
1000003646,265
1000003839,265
1000003934,265
1000003585,266
1000003698,266
1000003301,267
1000003479,268
1000003500,268
1000003748,268
1000003922,268
1000003190,269
1000003428,269
1000003186,270
1000003219,270
1000003221,270
1000003228,270
1000003402,270
1000003919,270
1000003318,271
1000003482,271
1000003500,271
1000003576,271
1000003615,271
1000003645,271
1000483387,271
1000003405,272
1000003614,272
1000003524,273
1000003599,273
1000003656,273
1000003672,273
1000483385,273
1000483387,273
1000003524,274
1000003599,274
1000003656,274
1000003672,274
1000483385,274
1000483387,274
1000003205,275
1000003405,275
1000003585,275
1000003880,276
1000003179,277
1000003483,277
1000483290,277
1000003945,278
1000003824,279
1000003483,280
1000003824,280
1000003179,281
1000003318,281
1000003544,281
1000003836,281
1000003585,282
1000003204,283
1000483178,283
1000483181,283
1000003214,284
1000003218,284
1000003270,284
1000003512,284
1000003614,284
1000483205,284
1000003186,285
1000003218,285
1000003220,285
1000003270,285
1000003402,285
1000003483,285
1000003512,285
1000003838,285
1000483387,285
1000003394,286
1000003455,286
1000003483,287
1000003899,287
1000013468,287
1000003178,288
1000003242,288
1000003417,288
1000003428,288
1000003171,289
1000003174,289
1000003824,289
1000003698,290
1000003803,291
1000003266,292
1000003405,292
1000003204,293
1000003585,293
1000003744,294
1000003779,294
1000483181,294
1000003270,295
1000003399,295
1000003604,295
1000003524,296
1000003645,296
1000003555,297
1000003634,297
1000003645,297
1000003483,298
1000003692,298
1000003793,298
1000003947,298
1000014728,298
1000003483,299
1000003692,299
1000003793,299
1000003947,299
1000014728,299
1000003311,300
1000003402,300
1000013435,300
1000003219,301
1000003687,301
1000483178,301
1000483303,301
1000003405,302
1000003585,302
1000003858,302
1000003544,303
1000013435,303
1000483178,303
1000003637,304
1000003500,305
1000003732,305
1000003845,305
1000003172,306
1000003174,306
1000003195,306
1000003274,306
1000003945,307
1000483178,308
1000483178,309
1000003512,310
1000003218,311
1000003219,311
1000003220,311
1000003221,311
1000003204,312
1000003311,312
1000003477,312
1000003483,312
1000003615,312
1000003779,312
1000003937,312
1000483178,312
1000003266,313
1000003311,313
1000003440,313
1000003512,313
1000003544,313
1000003779,313
1000014731,313
1000483255,313
1000483304,313
1000003585,314
1000003862,314
1000003172,315
1000003296,316
1000003311,316
1000003432,316
1000003544,316
1000003171,317
1000003244,317
1000003455,317
1000003483,317
1000003585,317
1000003646,317
1000003641,318
1000003479,319
1000003497,320
1000003500,320
1000003172,321
1000003219,321
1000003614,321
1000003529,322
1000003892,322
1000003483,323
1000003544,323
1000003585,323
1000003705,323
1000003243,324
1000003244,324
1000003645,324
1000483173,324
1000003881,325
1000003172,326
1000003405,326
1000003500,326
1000003535,326
1000003614,326
1000003836,326
1000003174,327
1000003179,327
1000003428,327
1000003477,327
1000003483,327
1000003639,327
1000003857,327
1000483178,327
1000003249,328
1000003405,328
1000003399,329
1000003585,329
1000003647,329
1000003784,329
1000003597,330
1000003761,330
1000003222,331
1000003585,331
1000483178,331
1000003295,332
1000003517,333
1000003544,333
1000003916,333
1000003918,333
1000003268,334
1000003405,334
1000003585,334
1000003645,334
1000003836,335
1000003641,336
1000003824,336
1000003892,337
1000003482,338
1000003483,338
1000003229,339
1000003405,339
1000003522,339
1000003591,339
1000003405,340
1000003483,340
1000003585,340
1000003692,340
1000483227,340
1000003204,341
1000003208,341
1000003405,341
1000003585,341
1000003836,341
1000483173,341
1000003858,342
1000003898,342
1000003614,343
1000003190,344
1000003222,344
1000003229,344
1000003864,344
1000483384,345
1000003399,346
1000003432,346
1000003585,346
1000003399,347
1000003432,347
1000003585,347
1000003645,348
1000003228,349
1000003204,350
1000003244,350
1000003282,350
1000003440,350
1000003533,350
1000003614,350
1000003635,350
1000003779,350
1000483173,350
1000003500,351
1000003639,351
1000003824,351
1000014728,351
1000483178,351
1000483387,351
1000003498,352
1000003172,353
1000003318,353
1000003405,353
1000003585,353
1000003500,354
1000003634,354
1000003635,354
1000003172,355
1000003399,355
1000003616,355
1000003533,356
1000003535,356
1000003617,356
1000003643,356
1000003672,356
1000003857,356
1000003922,356
1000003318,357
1000003172,358
1000003176,358
1000003645,358
1000003836,358
1000003887,358
1000003549,359
1000003676,359
1000003761,359
1000003487,360
